caseid	gender	race	c1rrscal	c1rrttsco	c1rmscal	c1rmtsco	c1rgscal	c1rgtsco	c1fmotor	c1gmotor	c2rrscal	c2rrtsco	c2rmscal	c2rmtsco	c2rgscal	c2rgtsco	c3rrscal	c3rrtsco	c3rmscal	c3rmtsco	c3rgscal	c3rgtsco	c4rrscal	c4rrtsco	c4rmscal	c4rmtsco	c4rgscal	c4rgtsco	p1learn	p1contro	p1social	t1learn	t1contro	t1interp	t1extern	t1intern	p1center	p1disabl	p1htotal	p1hfamil	p1firkdg	p1hrsprk	wkmomed	wkdaded	wklangst	wksesl	wksesq5	s2kpupri	p1count	lower(az1)	p1pencil	p1still	p1letter	p1verbal	p1expect	p1readbo	p1tellst	p1singso	p1helpar	p1chores	p1games	p1nature	p1build	p1sport	p1chlboo	p1chsesa	p2librar	p2safepl	p2garbag	p2drug	p2burglr	p2violen	p2vacant	p2bktog	ses_orig	rv
2182	2	1	20	48	17	48	15	40	5	7	30	49	25	50	18	39	33	48	30	48	21	39	62	55	38	46	20	33	3.33	2.40	2.33	2.17	2.00	2.00	1.20	2.25	1	2	5	1	2	43	6	6	2	56	5	2	3	2	3	2	3	2	4	4	2	2	4	2	2	2	2	2	75	3	1	2	2	3	2	3	3	7	1.06	0.87
2183	2	1	13	35	9	30	16	42	7	6	22	39	23	47	21	44	25	39	26	45	23	41	36	38	36	44	26	41	2.83	3.00	2.67	2.83	3.00	2.20	1.80	1.75	1	2	4	1	1	57	5	8	2	56	5	2	2	2	2	1	2	1	5	1	2	1	2	2	2	1	2	1	60	2	1	1	2	3	3	3	3	0	1.06	0.11
2184	1	1	25	55	17	48	27	56	3	3	33	52	29	53	34	58	47	58	50	66	38	60	64	56	56	63	40	57	3.83	2.80	2.67	2.83	2.75	2.80	1.80	1.00	1	2	3	2	1	29	9	6	2	56	5	2	1	1	1	1	2	1	6	4	3	3	4	4	3	2	4	3	50	1	1	3	3	3	3	3	3	2	1.12	0.82
2185	2	1	23	52	24	58	34	65	7	8	39	58	33	57	28	52	40	53	42	60	38	60	71	60	57	64	45	66	4.00	2.40	3.67	3.83	2.75	2.40	2.20	1.25	1	2	4	1	1	40	8	6	2	56	5	2	2	1	3	2	2	1	4	4	2	1	2	4	3	3	2	2	50	1	2	3	3	3	3	3	3	7	1.09	0.88
2186	1	1	23	53	26	60	38	69	7	8	26	44	34	58	38	63	28	42	41	59	41	63	46	46	51	58	43	62	3.83	2.20	4.00	4.00	3.75	3.80	1.00	1.00	1	1	4	1	1	8	6	6	2	56	5	1	1	1	1	1	2	1	4	4	4	3	3	3	3	3	3	3	200	1	1	3	3	3	3	3	3	7	1.11	0.05
2187	2	1	17	43	14	42	16	43	2	4	25	44	17	37	19	40	41	54	32	50	29	48	52	49	37	45	33	48	3.17	3.00	2.67	2.50	3.67	3.00	1.20	1.50	2	2	5	1	1	0	6	8	1	56	5	1	2	3	3	2	2	3	4	2	3	2	3	2	3	3	1	2	50	2	2	1	3	3	3	3	3	1	1.05	0.79
2188	1	1	27	57	26	60	24	53	6	8	33	53	34	58	31	55	39	53	38	56	39	61	59	53	55	62	39	56	3.50	3.20	3.00	3.17	3.75	3.20	1.60	2.33	2	2	6	1	1	0	7	7	2	56	5	2	3	2	3	2	4	2	4	3	3	3	3	3	2	2	2	2	200	1	1	3	3	3	3	3	3	7	1.08	0.12
2189	1	1	16	42	30	63	30	60	6	6	33	53	44	67	34	59	36	50	52	67	33	54	68	59	57	65	44	64	3.50	3.60	4.00	2.83	2.75	2.60	2.20	1.00	1	2	9	1	1	30	8	6	2	56	5	2	2	1	2	3	3	1	6	4	4	3	2	4	2	2	2	3	100	1	1	3	3	3	3	3	3	7	1.11	0.07
2190	2	1	23	53	20	54	28	58	5	5	44	61	25	49	27	50	50	59	34	52	25	44	67	58	42	50	33	49	3.00	2.80	4.00	4.00	3.50	3.60	1.00	1.00	1	2	6	1	1	8	6	5	2	56	5	2	3	2	2	2	3	2	4	4	4	4	4	3	3	2	1	3	200	2	1	3	3	3	3	3	3	7	1.05	0.29
2191	2	2	16	42	20	53	21	49	5	7	28	48	20	43	30	53	31	46	22	41	28	48	52	49	45	53	33	49	3.17	3.80	3.67	4.00	4.00	4.00	1.00	1.00	2	2	5	1	1	0	5	8	2	56	5	1	1	1	2	1	1	1	6	3	4	4	3	4	3	3	3	3	25	1	1	3	3	3	3	3	3	3	1.11	0.85
2192	1	1	19	46	20	53	20	48	5	7	17	32	25	50	33	58	30	45	34	53	37	59	53	50	48	55	37	53	3.67	3.00	3.33	3.33	4.00	2.40	1.60	3.50	2	2	6	1	1	0	6	6	2	56	5	1	3	1	3	2	3	2	4	4	3	3	4	4	3	4	4	4	100	2	1	3	3	3	3	3	3	7	1.10	0.19
2193	2	1	28	58	29	63	37	68	6	8	48	63	47	70	42	69	67	68	45	62	46	72	78	65	56	63	47	71	3.67	3.60	3.67	3.17	2.33	3.50	1.80	1.00	1	2	5	1	1	8	8	8	2	56	5	1	1	1	1	1	1	1	4	2	2	1	4	3	3	1	2	3	70	2	1	3	3	3	3	3	3	2	1.10	0.22
2194	1	1	34	64	29	63	27	57	7	8	70	74	48	70	38	63	72	71	51	67	39	61	83	69	57	64	43	62	3.83	3.00	3.00	2.83	3.00	3.20	1.40	1.00	1	2	4	1	1	16	6	6	2	56	5	1	4	3	3	2	2	1	4	3	4	4	2	3	3	3	3	3	150	2	2	3	3	3	3	3	3	7	1.09	0.75
2195	1	1	33	63	35	68	36	68	5	8	50	64	46	68	41	68	65	67	52	67	44	68	69	59	58	65	47	71	3.83	2.80	4.00	2.33	2.75	2.80	2.00	1.00	1	2	4	1	1	15	6	6	2	56	5	2	2	1	2	3	3	2	5	3	3	3	4	4	4	3	3	3	100	2	1	3	3	3	3	3	3	3	1.11	0.21
2196	2	1	36	66	34	67	34	64	6	8	48	63	43	66	34	59	51	60	45	62	38	59	56	52	53	60	41	59	3.17	3.00	2.67	2.50	3.50	2.60	1.00	2.25	1	1	4	1	1	40	6	7	2	56	5	2	1	2	2	2	1	3	4	3	3	3	3	3	3	3	2	4	130	2	2	3	3	3	3	3	3	7	1.14	0.61
2197	2	2	43	70	43	75	30	60	8	8	54	66	42	65	34	59	56	63	45	62	38	59	68	58	55	62	40	57	3.33	3.00	4.00	4.00	4.00	4.00	1.00	1.00	1	2	4	1	1	30	7	6	2	56	5	2	2	2	2	3	2	1	5	4	1	3	3	2	3	2	1	2	70	2	2	3	3	3	3	3	3	0	1.08	0.19
2198	1	1	25	55	25	59	26	55	6	5	38	57	28	52	35	60	39	53	39	57	37	58	75	63	51	58	42	60	2.83	3.00	4.00	3.50	3.75	4.00	1.00	1.00	1	2	4	1	1	33	8	5	2	56	5	2	3	2	3	3	1	1	4	4	3	4	2	3	2	4	2	4	200	2	1	3	3	3	3	3	3	7	1.14	0.18
2199	2	1	37	67	34	67	29	59	6	0	46	62	41	64	31	55	50	59	47	64	38	59	70	59	56	63	37	54	3.50	3.00	3.33	3.83	4.00	4.00	1.00	1.25	1	2	4	1	1	7	7	6	2	56	5	1	2	1	1	2	2	2	4	4	3	4	4	4	3	2	2	2	150	2	2	3	3	3	3	3	3	7	1.09	0.89
2200	2	1	24	53	27	61	33	63	8	8	44	60	44	66	37	62	49	59	48	65	36	57	55	51	53	60	38	55	3.67	4.00	2.33	3.67	3.33	3.60	1.00	1.75	1	2	7	1	1	0	8	6	2	56	5	1	3	1	4	1	4	1	5	4	2	2	2	3	2	2	2	3	100	2	1	3	3	3	2	3	3	6	1.14	0.78
2201	2	1	22	51	26	60	21	50	8	6	38	57	30	54	24	47	41	54	37	55	31	51	64	56	43	50	33	48	2.83	2.80	3.00	3.83	4.00	3.80	1.00	1.25	2	2	5	1	1	0	5	8	2	56	5	1	2	2	2	2	2	2	4	3	4	3	2	3	2	1	1	2	75	1	1	3	3	3	3	3	3	7	1.05	0.02
2202	1	4	21	50	21	54	22	50	8	7	29	48	22	46	30	54	37	52	36	54	33	54	51	49	48	55	40	57	3.17	2.60	3.67	3.17	3.50	3.40	1.00	1.00	1	2	5	1	1	22	5	8	1	56	5	1	3	2	2	3	3	2	5	4	2	3	2	2	3	2	3	2	30	1	1	3	3	3	3	3	3	3	1.05	0.14
2203	1	4	24	53	20	52	32	62	3	5	33	52	31	55	35	60	43	56	36	54	40	62	57	52	55	62	44	64	3.67	3.00	4.00	2.83	2.50	2.60	2.20	2.00	1	2	5	1	1	7	5	8	2	56	5	1	2	1	2	2	2	1	6	4	4	3	2	3	2	2	3	3	200	2	2	3	3	3	2	3	3	7	1.08	0.87
2204	1	1	21	49	22	56	19	47	7	3	30	50	45	67	26	50	39	53	52	68	32	52	59	53	54	61	38	54	2.50	3.00	2.33	2.33	2.67	2.20	1.40	1.50	1	2	5	1	1	50	8	8	2	56	5	1	2	1	1	1	1	2	4	3	2	2	3	2	3	2	3	3	50	1	2	3	3	3	3	3	3	2	1.09	0.96
2205	2	1	25	55	21	54	32	63	6	8	49	63	33	57	38	63	35	50	32	51	38	60	61	54	38	45	42	60	2.83	2.80	3.67	3.67	3.25	3.00	2.00	1.25	1	2	4	1	1	35	8	5	2	56	5	2	4	2	3	3	3	2	4	4	3	4	1	4	2	2	1	2	100	2	2	3	3	3	3	3	3	7	1.09	0.42
2206	2	1	23	52	20	53	37	68	8	7	40	58	36	59	39	65	43	56	31	49	46	74	78	64	43	51	46	68	3.50	2.80	3.33	4.00	3.75	4.00	1.40	1.25	1	2	4	1	1	18	8	3	2	56	5	2	3	2	2	2	3	2	4	4	2	3	2	4	2	2	2	2	200	2	2	3	3	3	3	3	3	7	1.05	0.26
2207	1	5	31	61	22	56	22	50	6	8	41	59	40	63	33	58	56	62	45	62	40	62	80	66	51	58	42	60	3.83	3.00	4.00	4.00	3.75	4.00	1.20	1.25	1	2	5	1	1	15	6	8	1	56	5	1	2	2	2	2	2	2	6	4	2	4	4	4	1	3	2	4	100	1	2	2	3	3	3	3	3	7	1.05	0.76
2208	1	1	23	52	37	70	41	74	5	8	34	54	54	75	42	69	47	58	54	69	44	68	66	57	60	71	44	64	2.83	3.00	4.00	3.83	4.00	4.00	1.00	1.00	1	2	4	1	1	80	8	8	2	56	5	1	2	2	2	3	3	2	5	4	3	3	3	2	2	3	2	3	200	1	1	3	3	3	3	3	3	7	1.07	0.49
2209	1	1	37	67	30	64	39	71	8	7	57	68	37	61	44	73	66	68	52	68	43	67	75	62	57	64	47	71	3.17	3.20	2.67	3.67	4.00	3.80	1.20	2.00	1	2	4	1	1	13	6	8	2	56	5	1	3	1	3	1	2	1	4	3	2	2	3	2	3	3	3	3	150	1	1	2	3	3	3	3	3	7	1.11	0.45
2210	1	1	16	42	17	48	17	45	4	3	27	46	22	46	26	50	29	43	29	48	25	44	44	44	42	50	30	44	3.33	2.80	3.33	2.17	2.00	2.40	2.40	2.00	1	2	4	1	1	40	6	8	2	56	5	1	2	1	3	2	3	1	4	4	4	4	3	3	3	3	3	3	200	1	1	3	3	3	3	3	3	7	1.09	0.91
2211	1	1	16	43	21	55	29	59	9	8	29	48	39	63	39	66	38	52	36	54	40	63	56	51	57	64	41	59	2.83	3.00	3.00	3.00	3.00	3.40	1.60	1.00	1	2	4	1	1	20	8	8	2	56	5	1	4	2	3	2	3	2	4	4	2	2	2	4	3	2	2	2	200	2	2	3	3	3	3	3	3	7	1.05	0.89
2212	1	1	32	62	22	56	31	61	7	6	48	63	38	62	39	65	59	64	44	62	43	67	70	59	56	63	46	67	3.67	3.20	2.67	3.17	3.50	3.00	1.20	1.00	2	2	4	1	1	0	8	8	2	56	5	1	4	1	1	2	3	2	4	3	2	4	3	4	3	3	2	3	100	2	2	3	3	3	3	3	3	7	1.11	0.24
2213	2	1	22	50	21	55	26	55	6	8	31	50	31	55	29	52	37	52	36	55	35	56	66	57	43	51	35	51	3.33	3.00	4.00	2.83	3.00	3.00	1.00	2.75	1	2	5	1	1	44	5	8	2	56	5	2	3	1	3	3	3	1	5	3	3	3	3	3	3	3	2	3	150	1	2	2	3	3	3	3	3	7	1.13	0.82
2214	1	1	14	39	17	49	25	55	9	3	30	49	22	46	28	52	34	49	29	47	29	49	47	46	41	49	36	52	2.50	2.60	2.33	2.00	3.25	3.00	1.00	1.25	1	1	5	1	1	40	5	8	2	56	5	1	3	2	2	3	3	2	4	2	1	3	3	3	2	3	2	2	100	1	2	3	3	3	3	3	3	7	1.11	0.54
2215	2	1	39	67	29	62	32	63	4	7	47	62	39	63	35	60	59	64	45	62	33	53	74	62	50	57	43	62	3.33	3.20	3.67	3.00	2.75	2.60	2.00	1.00	1	2	3	2	1	40	6	6	2	56	5	2	2	1	2	2	2	1	4	3	3	2	4	3	2	2	2	2	50	1	2	3	3	3	3	3	3	0	1.07	0.89
2216	1	1	33	63	37	70	36	68	6	8	64	71	46	68	38	64	70	70	51	67	40	63	79	65	57	64	44	63	3.83	3.00	3.67	4.00	3.75	3.80	1.20	1.25	1	2	4	1	1	15	8	6	2	56	5	1	1	1	1	1	1	1	5	4	3	3	3	3	3	2	4	3	200	2	1	3	3	3	2	3	3	7	1.13	0.18
2217	2	1	28	58	25	59	26	55	8	6	34	54	36	60	33	58	45	56	41	59	37	58	62	55	57	64	41	59	3.83	3.40	4.00	2.83	3.50	3.80	1.00	2.25	1	2	4	1	1	40	8	5	2	56	5	1	3	2	3	2	2	3	4	3	2	4	4	4	4	4	3	3	40	2	2	3	3	3	3	3	3	7	1.13	0.04
2218	2	3	24	54	16	46	18	46	8	8	33	52	24	48	29	53	33	48	26	45	28	47	47	46	42	49	35	50	3.00	2.80	2.67	3.00	2.75	2.75	1.80	2.00	1	2	4	1	1	30	6	6	2	56	5	2	3	2	3	2	3	2	4	4	4	3	3	4	3	3	3	3	50	1	1	3	3	3	3	3	3	3	1.11	0.79
2219	1	3	24	54	17	48	18	45	4	7	34	54	25	50	29	53	38	52	28	47	26	46	61	54	49	56	35	50	3.17	3.00	2.33	3.17	3.25	2.00	1.00	3.00	2	2	4	1	1	0	8	8	1	56	5	2	2	2	2	2	2	3	6	3	1	4	2	3	2	1	2	3	30	1	2	3	3	3	3	3	3	2	1.12	0.95
2220	2	1	25	55	20	53	33	63	5	8	53	65	40	63	35	60	51	60	51	67	39	60	49	47	48	55	35	51	3.33	3.20	3.67	3.33	4.00	3.60	1.20	1.50	1	2	4	1	1	21	6	9	2	56	5	1	3	1	2	2	2	2	4	4	3	4	3	3	3	2	3	3	150	2	1	3	3	3	3	3	3	7	1.11	0.50
2221	1	3	38	67	29	63	38	69	8	8	45	61	44	67	35	60	42	55	39	57	39	61	61	55	55	62	44	63	3.33	2.80	4.00	1.83	2.00	2.60	1.80	1.00	1	2	6	1	1	35	7	8	2	56	5	1	1	1	1	1	1	1	5	4	4	4	4	3	3	4	4	2	200	2	2	3	3	3	3	3	3	0	1.10	0.29
2222	2	1	45	71	31	64	32	63	6	6	51	65	41	64	37	63	64	66	45	62	38	60	74	62	50	57	45	66	3.50	2.80	3.33	4.00	4.00	4.00	1.00	1.00	1	2	5	1	1	9	6	8	2	56	5	2	1	2	2	2	2	2	4	4	3	4	2	4	2	4	2	3	150	1	1	2	3	3	3	3	3	7	1.05	0.20
2223	1	1	32	63	23	57	29	59	9	6	42	60	34	58	37	63	35	50	36	54	38	59	73	61	49	56	40	57	2.83	3.00	2.33	2.67	3.25	2.50	1.00	1.75	1	2	4	1	1	20	6	8	2	56	5	1	3	2	2	2	3	2	4	4	3	2	4	4	4	4	3	2	100	2	1	3	3	3	3	3	3	7	1.08	0.97
2224	1	1	77	87	48	79	35	66	9	5	73	76	50	72	41	67	80	76	60	77	43	66	82	68	59	67	47	71	3.50	2.00	2.67	3.67	4.00	4.00	1.20	1.25	1	2	5	1	1	14	5	8	2	56	5	2	3	1	2	3	3	2	5	4	2	2	2	3	3	2	3	2	200	1	1	2	3	3	3	3	3	3	1.11	0.97
2225	2	3	35	65	29	63	34	64	6	8	40	58	29	53	33	58	40	53	30	48	40	63	58	53	43	51	44	64	3.00	3.00	3.67	1.83	2.00	2.60	3.00	2.50	1	2	4	1	1	12	6	8	2	56	5	2	3	2	2	2	3	1	4	4	3	3	2	3	3	3	3	3	100	1	1	3	3	3	2	3	3	7	1.12	0.65
2226	1	1	32	63	23	57	38	69	8	7	40	58	47	69	42	70	48	58	51	67	42	65	74	62	54	61	45	65	3.83	3.60	3.67	3.50	3.50	4.00	1.20	1.25	1	2	4	1	1	12	6	6	2	56	5	2	3	2	2	3	3	2	4	3	2	3	3	3	2	2	4	2	75	1	2	2	3	3	3	3	3	7	1.09	0.69
2227	1	3	22	51	22	55	33	64	5	6	35	54	28	52	35	60	34	49	31	49	37	58	48	47	48	55	43	61	2.67	2.60	2.33	3.33	4.00	3.40	1.40	1.25	1	2	3	2	1	17	9	6	2	56	5	1	2	1	2	1	1	1	3	4	2	2	4	4	4	2	2	1	40	2	1	3	3	3	3	3	3	0	1.11	0.26
2228	1	3	21	50	20	53	14	40	6	7	36	55	23	47	21	44	50	59	32	51	28	47	65	56	32	40	32	47	3.17	2.80	4.00	2.50	2.50	2.60	1.60	1.00	1	2	5	1	1	10	7	6	2	56	5	2	4	2	3	2	3	2	4	3	3	4	3	2	2	1	2	2	50	1	2	3	3	3	3	3	3	2	1.08	1.00
2229	1	5	27	57	35	68	16	43	8	8	50	64	45	68	30	54	60	64	51	67	30	50	71	60	57	64	36	52	3.83	3.40	3.67	3.17	3.00	2.20	1.75	1.00	1	2	4	1	1	20	6	8	1	56	5	1	2	2	3	2	2	2	6	4	4	4	4	4	4	4	4	4	30	1	1	3	3	3	3	3	3	7	1.08	0.33
2230	1	5	70	83	41	73	17	44	7	7	70	74	45	68	25	48	71	70	46	63	28	48	78	65	57	65	36	52	3.00	3.00	2.00	3.17	3.00	2.40	1.00	1.00	1	2	4	1	1	15	6	8	1	56	5	1	3	2	3	2	2	2	5	4	1	3	3	2	4	2	2	3	100	1	1	1	1	1	1	1	1	7	1.12	0.64
2231	2	1	35	65	25	59	26	55	7	6	43	60	39	62	31	55	42	55	38	56	40	62	75	63	52	59	42	60	3.50	3.00	3.67	3.50	3.25	3.20	1.00	1.00	1	2	4	1	1	18	6	6	2	56	5	2	2	1	2	2	1	2	4	4	4	3	3	3	4	2	3	3	100	1	1	3	3	3	3	3	3	7	1.05	0.61
2232	1	3	38	67	27	61	38	70	8	8	39	58	38	61	38	63	48	58	45	62	45	71	73	61	56	63	45	65	2.83	3.20	3.67	3.50	3.25	3.40	2.00	1.25	2	2	5	1	1	20	5	8	2	56	5	2	2	2	2	2	2	2	5	4	2	2	2	4	4	2	3	2	100	2	2	3	3	3	3	3	3	7	1.06	0.91
2233	1	1	31	61	25	59	33	64	6	7	45	61	41	64	34	58	52	61	39	57	33	54	72	60	53	60	41	58	3.67	2.40	3.33	4.00	4.00	4.00	1.00	1.00	1	1	5	1	1	4	6	9	2	56	5	2	2	2	2	1	2	2	6	4	4	4	4	4	3	3	3	3	200	2	1	3	3	3	3	3	3	7	1.05	0.54
2234	2	5	25	54	22	55	34	65	8	8	42	60	32	56	32	57	48	58	41	59	35	56	55	51	41	49	36	52	3.33	2.80	2.33	4.00	4.00	3.60	1.20	1.50	1	2	4	1	1	54	6	6	2	56	5	1	2	2	2	2	2	2	4	3	2	2	3	2	2	2	2	3	199	1	2	2	3	3	3	3	3	5	1.11	0.80
2235	2	1	26	56	17	49	18	46	1	1	28	47	21	44	33	57	30	44	21	39	32	53	40	41	25	32	35	51	2.33	3.00	2.67	1.83	3.25	2.40	1.20	2.00	2	1	4	1	1	8	7	6	2	56	5	2	3	2	2	3	3	2	4	4	3	3	2	3	3	2	2	2	80	1	1	3	3	3	3	3	3	7	1.11	0.46
2236	1	2	25	55	20	53	16	43	7	8	44	60	24	48	22	44	43	55	24	43	25	44	56	51	35	43	36	51	2.67	2.80	2.33	3.67	3.00	3.00	2.00	1.00	1	2	3	2	1	60	7	5	2	56	5	2	3	2	3	3	2	2	4	4	2	2	2	4	2	2	2	3	20	1	1	3	3	3	3	3	3	1	1.08	0.67
2237	2	1	21	50	25	59	28	58	4	8	32	52	32	56	30	54	38	52	33	51	37	58	51	49	44	52	38	54	2.67	3.00	4.00	2.83	2.25	2.20	2.00	1.50	2	2	4	1	1	24	5	6	2	56	5	1	3	1	2	2	3	2	5	4	2	3	2	3	3	1	1	2	75	2	1	3	3	3	3	3	3	3	1.12	0.55
2238	1	1	30	60	24	58	33	63	8	4	40	58	37	60	36	61	46	57	41	59	39	61	67	58	52	59	41	58	3.50	2.80	4.00	3.67	3.50	3.80	1.00	1.25	1	2	4	1	1	24	5	8	2	56	5	1	2	1	1	2	2	1	4	3	2	2	3	3	4	2	2	2	125	2	2	3	3	3	3	3	3	7	1.10	0.93
2239	2	2	21	50	19	51	18	46	5	6	29	48	21	44	28	52	34	49	24	43	35	56	38	40	36	44	38	54	2.83	2.80	4.00	3.00	3.25	3.20	1.40	1.25	1	2	3	2	1	45	6	8	2	56	5	1	3	2	2	2	2	2	4	3	2	4	4	2	3	2	1	2	50	2	2	2	2	3	3	3	3	5	1.11	0.39
2240	1	1	16	42	13	41	21	50	2	8	17	31	19	41	29	53	19	31	26	45	32	52	24	23	31	38	40	57	3.00	2.40	4.00	2.17	3.00	2.60	1.80	1.25	1	2	7	1	1	33	5	8	2	56	5	1	3	2	2	3	3	2	5	4	4	4	3	4	4	2	4	3	200	2	2	3	3	3	3	3	3	1	1.10	0.15
2241	1	1	28	58	32	65	33	64	5	6	37	56	39	62	38	64	42	55	42	59	37	59	61	54	45	53	41	58	3.33	3.40	3.33	2.00	3.00	2.80	1.40	2.00	1	1	4	1	1	10	5	6	2	56	5	1	2	2	2	4	2	1	5	4	2	4	2	4	2	2	4	1	200	2	1	3	3	3	3	3	3	7	1.09	0.65
2242	2	1	17	44	14	43	30	60	3	4	29	48	18	39	22	44	36	50	20	38	28	48	61	54	34	41	32	47	2.67	3.20	4.00	3.17	4.00	4.00	1.00	1.00	2	2	4	1	1	0	6	6	2	56	5	1	3	2	2	2	3	2	4	4	2	3	3	3	3	2	2	3	30	2	1	3	3	3	3	3	3	5	1.09	0.42
2243	2	3	31	61	27	61	22	50	8	8	34	54	32	56	30	54	56	63	36	55	33	53	72	61	48	55	37	53	3.17	2.80	3.00	3.83	3.75	4.00	1.00	1.00	1	2	4	1	1	18	6	8	2	56	5	1	2	2	3	2	2	2	4	4	4	4	3	3	4	2	3	3	100	1	2	3	3	3	3	3	3	7	1.14	0.88
2244	1	1	39	68	54	84	44	80	6	4	40	58	27	51	47	81	56	62	57	72	48	80	72	60	52	59	48	72	3.00	2.80	3.00	3.83	4.00	3.40	1.00	1.25	1	2	4	1	1	25	6	9	2	56	5	1	1	1	1	2	1	1	5	4	4	3	2	4	4	3	2	3	100	2	1	3	3	3	3	3	3	6	1.11	0.92
2245	2	1	26	55	25	59	32	62	8	7	27	46	17	37	31	55	44	56	42	59	42	66	63	55	47	55	37	53	3.33	2.00	2.67	3.00	3.50	2.80	1.00	1.25	1	1	4	1	1	24	6	6	2	56	5	1	3	2	2	2	3	1	4	4	2	2	3	4	3	3	2	2	100	2	1	3	3	3	2	3	3	7	1.05	0.41
2246	1	1	38	67	23	57	28	58	5	8	47	62	33	57	36	62	47	58	35	53	43	67	71	60	53	60	45	65	2.67	3.00	4.00	3.00	3.25	2.80	1.20	2.00	1	2	4	1	1	43	6	8	2	56	5	1	3	2	4	2	3	2	4	4	2	3	3	3	1	2	3	3	100	1	1	3	3	3	3	3	3	6	1.05	0.86
2247	1	1	35	65	33	67	33	64	5	6	44	61	45	68	37	63	54	61	41	59	41	63	76	63	56	63	44	65	3.00	2.80	3.00	3.83	4.00	4.00	1.00	1.75	1	2	4	1	1	24	6	6	2	56	5	1	2	3	3	2	2	2	4	4	2	3	3	3	4	3	3	3	50	2	1	2	3	3	2	3	3	5	1.11	0.32
2248	2	1	33	64	26	60	30	60	9	7	44	61	42	65	35	60	48	58	44	61	40	62	74	62	58	65	42	60	3.00	3.20	3.33	3.00	3.00	3.20	1.80	1.25	1	2	4	1	1	12	6	6	2	56	5	1	3	2	2	3	3	2	4	4	2	4	3	4	2	3	1	3	200	2	1	3	3	3	3	3	3	7	1.11	0.45
2249	2	1	25	54	23	57	13	37	9	8	39	57	34	58	21	44	45	56	38	56	26	46	58	52	42	49	32	47	3.50	3.00	4.00	3.83	3.75	3.80	1.00	1.00	2	2	4	1	1	0	4	9	2	56	5	1	2	2	3	2	2	2	6	4	3	4	2	4	4	2	2	4	100	1	1	3	3	3	3	3	3	7	1.12	0.47
2250	2	1	30	60	20	52	22	51	7	8	48	63	35	59	26	49	51	60	33	52	33	53	66	57	48	55	30	44	2.50	2.60	3.00	2.83	2.50	2.80	2.00	2.00	1	2	8	1	1	6	6	6	2	57	5	1	3	2	2	3	3	2	4	3	2	3	3	1	3	2	3	2	200	2	2	2	3	3	3	3	3	7	1.17	0.82
2251	1	1	43	70	57	86	38	70	7	8	73	76	52	73	46	76	72	71	59	75	46	72	85	72	61	71	49	78	3.50	3.00	3.67	3.83	3.50	3.80	1.00	1.50	1	2	5	1	1	9	6	8	2	57	5	1	1	1	1	2	2	1	5	4	3	3	2	3	3	2	2	4	200	1	1	3	3	3	3	3	3	7	1.16	0.66
2252	2	1	34	64	22	55	28	58	7	7	34	54	29	53	33	58	38	52	31	50	37	59	64	56	50	57	39	56	3.00	3.40	2.67	3.50	3.50	3.80	1.00	1.50	1	2	6	1	1	13	6	8	2	57	5	1	3	1	1	2	3	2	4	3	4	3	3	4	3	2	2	3	60	2	1	3	3	3	3	3	3	2	1.15	0.17
2253	2	1	16	42	23	57	23	52	9	8	30	50	36	59	37	62	24	38	36	54	34	54	57	52	56	62	40	57	3.67	2.80	3.00	3.67	4.00	3.50	1.00	1.25	1	2	6	1	1	8	6	8	2	57	5	1	3	2	2	2	3	2	5	3	2	4	3	4	2	1	3	3	100	2	2	3	3	3	3	3	3	2	1.24	0.65
2254	1	2	21	50	20	53	16	42	9	6	30	49	22	46	21	43	33	48	35	53	23	42	61	54	54	60	27	42	2.83	2.80	2.00	2.33	2.00	1.25	2.80	2.33	1	1	3	2	1	16	8	6	2	57	5	1	2	2	3	2	3	2	5	4	2	2	4	4	3	2	2	2	40	1	1	3	3	3	3	3	3	7	1.15	0.53
2255	1	1	36	66	39	72	31	61	7	8	36	56	42	65	33	58	38	52	47	64	42	66	76	63	59	68	41	59	3.17	2.60	3.00	3.17	4.00	4.00	1.00	1.00	1	2	4	1	1	40	8	6	2	57	5	1	3	2	3	5	3	3	4	4	1	4	2	4	4	2	2	2	150	1	1	3	3	3	2	3	3	7	1.21	0.09
2256	1	5	28	58	21	54	38	70	6	7	30	50	30	54	38	64	39	53	40	58	40	62	63	56	46	53	45	65	4.00	3.00	4.00	4.00	4.00	4.00	1.00	1.25	1	2	4	1	1	19	8	6	2	57	5	1	3	2	3	4	3	1	4	4	3	4	2	4	4	3	2	3	200	2	1	3	3	3	3	3	3	7	1.16	0.60
2257	2	1	26	56	25	60	26	55	6	8	35	54	32	56	28	51	41	54	45	62	37	58	66	57	49	56	40	58	3.17	3.20	3.67	3.17	3.25	3.40	1.00	1.50	2	2	4	1	1	0	6	6	2	57	5	1	3	2	2	2	3	3	4	4	3	4	3	3	3	2	2	2	100	1	1	3	3	3	3	3	3	7	1.19	0.29
2258	1	1	24	53	22	55	29	59	4	7	27	45	31	55	37	62	34	49	32	51	38	59	38	40	48	55	42	60	3.33	3.00	3.33	3.83	4.00	4.00	1.20	1.25	1	2	5	1	1	8	6	7	2	57	5	1	4	2	3	2	3	2	4	3	3	3	2	4	3	4	2	2	200	1	1	3	3	3	3	3	3	7	1.18	0.75
